ID,Strategy,Progress,Classification,Strategy_Label
Harbor-21-120-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-120-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-121-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-121-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-121-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-122-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-122-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-122-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-122-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-123-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-125-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-126-1,developmental assets,Some progress,1,40 Developmental Assets program
Harbor-21-126-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-126-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-126-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-127-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-128-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-129-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-129-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-129-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-129-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-129-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-134-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-134-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-134-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-134-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-134-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-136-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-136-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-136-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-137-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-137-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-137-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-137-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-138-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-138-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-138-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-139-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-139-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-139-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-139-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-139-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-140-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-140-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-140-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-140-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-141-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-141-1,developmental assets,Some progress,1,40 Developmental Assets program
Harbor-21-141-1,developmental assets,Some progress,1,40 Developmental Assets program
Harbor-21-144-1,developmental assets,Some progress,1,40 Developmental Assets program
Harbor-21-144-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-144-1,developmental assets,Good progress,1,40 Developmental Assets program
Harbor-21-146-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-146-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-146-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-146-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-146-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-149-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-149-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-149-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-149-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-150-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-156-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-156-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-156-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-156-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-157-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-157-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-157-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-157-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-158-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-158-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-158-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-158-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-159-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-159-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-159-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-160-1,placing her in a sober living program.,A Little progress,0,Mentorship for school/job readiness
Harbor-21-165-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-165-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-166-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-166-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-166-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-167-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-167-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-167-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-167-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-168-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-168-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-169-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-169-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-170-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-170-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-171-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-171-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-172-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-172-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-173-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-173-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-174-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-174-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-175-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-175-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-176-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-176-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-176-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-179-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-179-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-180-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-184-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-184-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-184-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-184-2,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-185-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-185-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-196-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-196-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-199-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-200-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-203-1,developmental assets,Some progress,1,40 Developmental Assets program
Harbor-21-205-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-220-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-220-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-220-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-220-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-221-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-221-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-221-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-221-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-221-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-222-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-222-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-222-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-223-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-223-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-223-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-223-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-223-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-224-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-224-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-224-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-224-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-224-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-225-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-225-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-225-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-226-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-226-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-226-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-226-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-226-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-229-1,drug awareness sessions.,A Little progress,0,Mentorship for school/job readiness
Harbor-21-229-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-229-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-229-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-229-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-230-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-230-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-230-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-230-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-230-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-231-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-231-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-231-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-234-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-234-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-234-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-234-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-234-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-236-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-236-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-236-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-236-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-237-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-237-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-237-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-238-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-238-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-238-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-239-1,develop client's commitment to learning. ,No progress,0,Mentorship for school/job readiness
Harbor-21-241-1,case manager will check in with client to hold her accountable to attending classes. ,A Little progress,0,Mentorship for school/job readiness
Harbor-21-242-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-242-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-242-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-242-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-242-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-244-1,stay consistent with boundaries made to distance self from negative influences.  ,A Little progress,0,Mentorship for school/job readiness
Harbor-21-244-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-245-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-245-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-245-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-245-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-246-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-246-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-246-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-246-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-247-1,case manager will follow up with client to keep him accountable to his goals. ,No progress,0,Mentorship for school/job readiness
Harbor-21-248-1,enroll in community college and apply to jobs that fit clients background and ability.,Some progress,0,Mentorship for school/job readiness
Harbor-21-249-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-249-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-249-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-250-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-250-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-250-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-250-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-251-1,alcohol/drug awareness session,A Little progress,0,Mentorship for school/job readiness
Harbor-21-251-1,anger management sessions,A Little progress,3,Substance abuse/Anger management/Life skill class
Harbor-21-251-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-251-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-252-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-252-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-252-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-252-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-253-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-253-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-253-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-253-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-254-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-254-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-255-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-255-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-256-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-256-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-257-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-257-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-257-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-257-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-258-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-258-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-258-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-258-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-259-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-259-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-260-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-260-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-260-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-261-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-261-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-262-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-264-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-264-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-264-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-264-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-266-1,have meeting with parent and school counselor or school probation officer.,A Little progress,0,Mentorship for school/job readiness
Harbor-21-266-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-266-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-266-1,developmental assets,Some progress,1,40 Developmental Assets program
Harbor-21-266-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-266-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-267-1,client will start attending school everyday and try to show up to class on time.,A Little progress,0,Mentorship for school/job readiness
Harbor-21-267-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-267-1,"client will be back home everyday by the time street lights come on, failure to do so skateboard will be confiscated.",Some progress,0,Mentorship for school/job readiness
Harbor-21-268-1,will assist client in obtaining information on different options she might have in order to sign up for school and obtain h.s. diploma or ged,Some progress,0,Mentorship for school/job readiness
Harbor-21-268-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-268-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-269-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-269-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-269-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-272-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-273-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-274-1,developmental assets,No progress,1,40 Developmental Assets program
Harbor-21-501-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-501-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-501-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-501-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-502-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-502-1,developmental assets,A Little progress,1,40 Developmental Assets program
Harbor-21-5001-1,referred to fsc and pantry,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Harbor-21-5002-1,developmental assets,N/A - not applicable to this phase,1,40 Developmental Assets program
SPWTN-0-1-1,client is in last phase and is a little nervous about support. will continue to work with client as a toberman client when client graduates from gryd program,Excellent progress,0,Mentorship for school/job readiness
SPWTN-0-1-1,transition over as informal client due to cycle exhaustion,Good progress,0,Mentorship for school/job readiness
SPWTN-0-5-1,drug and alcohol awareness and making healthy choices sessions,A Little progress,0,Mentorship for school/job readiness
SPWTN-0-5-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-5-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-5-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-14-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-14-1,transition client over to toberman client in the gang department,N/A - not applicable to this phase,0,Mentorship for school/job readiness
SPWTN-0-17-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-26-1,start money smarts with client and prioritizing,A Little progress,0,Mentorship for school/job readiness
SPWTN-0-26-1,na referral and alcohol awareness session,A Little progress,0,Mentorship for school/job readiness
SPWTN-0-26-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-29-1,independent sessions and motivational sessions,Good progress,0,Mentorship for school/job readiness
SPWTN-0-29-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-29-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-29-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-29-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-31-1,"continue to implament developmental assets and healthy relationships, as well as, positive communication",Good progress,0,Mentorship for school/job readiness
SPWTN-0-31-1,start anger management sessions. positive communication as well,Some progress,3,Substance abuse/Anger management/Life skill class
SPWTN-0-31-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-31-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-31-1,anger management and wellness sessions,Some progress,3,Substance abuse/Anger management/Life skill class
SPWTN-0-31-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-31-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-31-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-31-1,"client is phased out, but will graduate and continue working with him as an informal client",Good progress,0,Mentorship for school/job readiness
SPWTN-0-33-1,obtaining a dmv license and studied with client to pass written test,Good progress,0,Mentorship for school/job readiness
SPWTN-0-33-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-33-1,life planning and prioritizing sessions,Some progress,0,Mentorship for school/job readiness
SPWTN-0-33-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-33-1,build life plan,Some progress,0,Mentorship for school/job readiness
SPWTN-0-33-1,financial literacy classes,Some progress,3,Substance abuse/Anger management/Life skill class
SPWTN-0-33-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-33-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-33-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-33-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-33-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-33-1,developmental assets,Excellent progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Excellent progress,1,40 Developmental Assets program
SPWTN-0-34-1,developmental assets,Excellent progress,1,40 Developmental Assets program
SPWTN-0-36-1,client's choice of associates. ,A Little progress,0,Mentorship for school/job readiness
SPWTN-0-36-1,discuss tutor possibilities and coach,Good progress,0,Mentorship for school/job readiness
SPWTN-0-36-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,A Little progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-36-1,developmental assets,Good progress,1,40 Developmental Assets program
SPWTN-0-36-1,family support,Some progress,0,Mentorship for school/job readiness
SPWTN-0-38-1,developmental assets,Some progress,1,40 Developmental Assets program
SPWTN-0-38-1,developmental assets,Some progress,1,40 Developmental Assets program
